EstablishmentID,InspectionID,Ins_TypeDesc,EstablishmentName,PlaceName,Address,Address2,City,State,Zip,TypeDescription,InspectionDate,score,Grade,NameSearch,Intersection,ObjectId
31817,1873837,REGULAR,HIGHLAND MIDDLE SCHOOL,,1700 NORRIS PLACE,,LOUISVILLE,KY,40205,SCHOOL CAFETERIA OR FOOD SERVICE,2024/08/21 00:00:00,100,A,HIGHLAND MIDDLE SCHOOL,,1
31818,1835133,REGULAR,HITE ELEMENTARY SCHOOL,,12408 SHELBYVILLE RD,,LOUISVILLE,KY,40243,SCHOOL CAFETERIA OR FOOD SERVICE,2024/03/28 00:00:00,100,A,HITE ELEMENTARY SCHOOL,,2
31819,1804971,REGULAR,SACRED HEART MODEL SCHOOL,,3107 LEXINGTON RD,,LOUISVILLE,KY,40206,SCHOOL CAFETERIA OR FOOD SERVICE,2023/11/15 00:00:00,100,A,SACRED HEART MODEL SCHOOL,,3
31819,1846754,REGULAR,SACRED HEART MODEL SCHOOL,,3107 LEXINGTON RD,,LOUISVILLE,KY,40206,SCHOOL CAFETERIA OR FOOD SERVICE,2024/05/13 00:00:00,100,A,SACRED HEART MODEL SCHOOL,,4
31820,1798211,REGULAR,SACRED HEART ACADEMY,,3175 LEXINGTON RD,,LOUISVILLE,KY,40206,SCHOOL CAFETERIA OR FOOD SERVICE,2023/10/20 00:00:00,100,A,SACRED HEART ACADEMY,,5
31820,1846753,REGULAR,SACRED HEART ACADEMY,,3175 LEXINGTON RD,,LOUISVILLE,KY,40206,SCHOOL CAFETERIA OR FOOD SERVICE,2024/05/13 00:00:00,100,A,SACRED HEART ACADEMY,,6
31821,1791760,REGULAR,ST. AGNES SCHOOL,,1800 NEWBURG RD,,LOUISVILLE,KY,40205,SCHOOL CAFETERIA OR FOOD SERVICE,2023/09/27 00:00:00,100,A,ST. AGNES SCHOOL,,7
31821,1832208,REGULAR,ST. AGNES SCHOOL,,1800 NEWBURG RD,,LOUISVILLE,KY,40205,SCHOOL CAFETERIA OR FOOD SERVICE,2024/03/18 00:00:00,100,A,ST. AGNES SCHOOL,,8
31821,1877633,REGULAR,ST. AGNES SCHOOL,,1800 NEWBURG RD,,LOUISVILLE,KY,40205,SCHOOL CAFETERIA OR FOOD SERVICE,2024/09/04 00:00:00,98,A,ST. AGNES SCHOOL,,9
31822,1795359,REGULAR,ST. ALBERT THE GREAT,,1395 GIRARD DR,,LOUISVILLE,KY,40222,SCHOOL CAFETERIA OR FOOD SERVICE,2023/10/10 00:00:00,100,A,ST. ALBERT THE GREAT,,10
31822,1834326,REGULAR,ST. ALBERT THE GREAT,,1395 GIRARD DR,,LOUISVILLE,KY,40222,SCHOOL CAFETERIA OR FOOD SERVICE,2024/03/26 00:00:00,94,C,ST. ALBERT THE GREAT,,11
31822,1836782,FOLLOWUP,ST. ALBERT THE GREAT,,1395 GIRARD DR,,LOUISVILLE,KY,40222,SCHOOL CAFETERIA OR FOOD SERVICE,2024/04/05 00:00:00,100,A,ST. ALBERT THE GREAT,,12
31824,1832911,REGULAR,ST. ATHANASIUS SCHOOL,,5915 OUTER LOOP,,LOUISVILLE,KY,40219,SCHOOL CAFETERIA OR FOOD SERVICE,2024/03/20 00:00:00,100,A,ST. ATHANASIUS SCHOOL,,13
31824,1803239,REGULAR,ST. ATHANASIUS SCHOOL,,5915 OUTER LOOP,,LOUISVILLE,KY,40219,SCHOOL CAFETERIA OR FOOD SERVICE,2023/11/08 00:00:00,97,C,ST. ATHANASIUS SCHOOL,,14
31824,1805582,FOLLOWUP,ST. ATHANASIUS SCHOOL,,5915 OUTER LOOP,,LOUISVILLE,KY,40219,SCHOOL CAFETERIA OR FOOD SERVICE,2023/11/17 00:00:00,100,A,ST. ATHANASIUS SCHOOL,,15
31827,1796482,REGULAR,ST. BERNARD SCHOOL,,7501 TANGELO DR,,LOUISVILLE,KY,40228,SCHOOL CAFETERIA OR FOOD SERVICE,2023/10/11 00:00:00,100,A,ST. BERNARD SCHOOL,,16
31827,1839665,REGULAR,ST. BERNARD SCHOOL,,7501 TANGELO DR,,LOUISVILLE,KY,40228,SCHOOL CAFETERIA OR FOOD SERVICE,2024/04/18 00:00:00,100,A,ST. BERNARD SCHOOL,,17
31831,1830199,REGULAR,ST. EDWARD'S SCHOOL,,9610 SUE HELEN DR,,LOUISVILLE,KY,40299,SCHOOL CAFETERIA OR FOOD SERVICE,2024/03/07 00:00:00,100,A,ST. EDWARD'S SCHOOL,,18
31831,1879119,REGULAR,ST. EDWARD'S SCHOOL,,9610 SUE HELEN DR,,LOUISVILLE,KY,40299,SCHOOL CAFETERIA OR FOOD SERVICE,2024/09/11 00:00:00,97,A,ST. EDWARD'S SCHOOL,,19
31833,1825521,REGULAR,ST. FRANCIS OF ASSISI,,1938 ALFRESCO PL,,LOUISVILLE,KY,40205,SCHOOL CAFETERIA OR FOOD SERVICE,2024/02/16 00:00:00,98,A,ST. FRANCIS OF ASSISI,,20
31833,1877869,REGULAR,ST. FRANCIS OF ASSISI,,1938 ALFRESCO PL,,LOUISVILLE,KY,40205,SCHOOL CAFETERIA OR FOOD SERVICE,2024/09/06 00:00:00,98,A,ST. FRANCIS OF ASSISI,,21
31835,1827771,REGULAR,ST. GABRIEL SCHOOL,,5503 BARDSTOWN RD,,LOUISVILLE,KY,40291,SCHOOL CAFETERIA OR FOOD SERVICE,2024/02/27 00:00:00,99,A,ST. GABRIEL SCHOOL,,22
31835,1798591,REGULAR,ST. GABRIEL SCHOOL,,5503 BARDSTOWN RD,,LOUISVILLE,KY,40291,SCHOOL CAFETERIA OR FOOD SERVICE,2023/10/19 00:00:00,99,A,ST. GABRIEL SCHOOL,,23
31835,1879472,REGULAR,ST. GABRIEL SCHOOL,,5503 BARDSTOWN RD,,LOUISVILLE,KY,40291,SCHOOL CAFETERIA OR FOOD SERVICE,2024/09/12 00:00:00,98,A,ST. GABRIEL SCHOOL,,24
31838,1825522,REGULAR,ST. JAMES SCHOOL,,1818 EDENSIDE DR,,LOUISVILLE,KY,40204,SCHOOL CAFETERIA OR FOOD SERVICE,2024/02/16 00:00:00,100,A,ST. JAMES SCHOOL,,25
31838,1878617,REGULAR,ST. JAMES SCHOOL,,1818 EDENSIDE DR,,LOUISVILLE,KY,40204,SCHOOL CAFETERIA OR FOOD SERVICE,2024/09/09 00:00:00,100,A,ST. JAMES SCHOOL,,26
31509,1798597,REGULAR,FERN CREEK ELEMENTARY SCHOOL,,8815 FERNDALE RD,,LOUISVILLE,KY,40291,SCHOOL CAFETERIA OR FOOD SERVICE,2023/10/23 00:00:00,100,A,FERN CREEK ELEMENTARY SCHOOL,,27
31843,1827268,REGULAR,NOTRE DAME ACADEMY,,1925 LEWISTON DR,,LOUISVILLE,KY,40216,SCHOOL CAFETERIA OR FOOD SERVICE,2024/02/23 00:00:00,97,C,NOTRE DAME ACADEMY,,28
31843,1828707,REGULAR,NOTRE DAME ACADEMY,,1925 LEWISTON DR,,LOUISVILLE,KY,40216,SCHOOL CAFETERIA OR FOOD SERVICE,2024/03/01 00:00:00,100,A,NOTRE DAME ACADEMY,,29
31843,1877880,REGULAR,NOTRE DAME ACADEMY,,1925 LEWISTON DR,,LOUISVILLE,KY,40216,SCHOOL CAFETERIA OR FOOD SERVICE,2024/09/06 00:00:00,100,A,NOTRE DAME ACADEMY,,30
31844,1796963,REGULAR,IMMACULATA CLASSICAL ACADEMY,,440 ZORN AVE,,LOUISVILLE,KY,40206,SCHOOL CAFETERIA OR FOOD SERVICE,2023/10/16 00:00:00,100,A,IMMACULATA CLASSICAL ACADEMY,,31
31844,1840772,REGULAR,IMMACULATA CLASSICAL ACADEMY,,440 ZORN AVE,,LOUISVILLE,KY,40206,SCHOOL CAFETERIA OR FOOD SERVICE,2024/04/23 00:00:00,100,A,IMMACULATA CLASSICAL ACADEMY,,32
31846,1827036,REGULAR,ST. MARTHA SCHOOL,,2825 KLONDIKE LN,,LOUISVILLE,KY,40218,SCHOOL CAFETERIA OR FOOD SERVICE,2024/02/23 00:00:00,98,A,ST. MARTHA SCHOOL,,33
31847,1823135,REGULAR,ST. MARGARET MARY CATHOLIC SCHOOL,,7813 SHELBYVILLE RD,,LOUISVILLE,KY,40222,SCHOOL CAFETERIA OR FOOD SERVICE,2024/02/05 00:00:00,100,A,ST. MARGARET MARY CATHOLIC SCHOOL,,34
32111,1810935,REGULAR,KIDS ACADEMY INC,,5121 MILE OF SUNSHINE DR,,LOUISVILLE,KY,40219,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2023/12/11 00:00:00,98,A,KIDS ACADEMY INC,,35
32111,1857788,REGULAR,KIDS ACADEMY INC,,5121 MILE OF SUNSHINE DR,,LOUISVILLE,KY,40219,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2024/06/21 00:00:00,99,A,KIDS ACADEMY INC,,36
32114,1808776,REGULAR,CORNER CAFE & PIZZERIA,,9307 NEW LAGRANGE RD,,LOUISVILLE,KY,40242,FOOD SERVICE,2023/12/01 00:00:00,94,A,CORNER CAFE & PIZZERIA,,37
32114,1845807,REGULAR,CORNER CAFE & PIZZERIA,,9307 NEW LAGRANGE RD,,LOUISVILLE,KY,40242,FOOD SERVICE,2024/05/09 00:00:00,92,A,CORNER CAFE & PIZZERIA,,38
32140,1823661,REGULAR,ARBY'S #5412,,6216 BARDSTOWN RD,,LOUISVILLE,KY,40291,FOOD SERVICE,2024/02/07 00:00:00,97,A,ARBY'S #5412,,39
32140,1866287,REGULAR,ARBY'S #5412,,6216 BARDSTOWN RD,,LOUISVILLE,KY,40291,FOOD SERVICE,2024/07/24 00:00:00,97,A,ARBY'S #5412,,40
32337,1802147,REGULAR,KROGER L-376,,4501 OUTER LOOP,,LOUISVILLE,KY,40219,"RETAIL-FOOD  10,001 SQ FT OR OVER",2023/11/02 00:00:00,97,A,KROGER L-376,,41
32337,1802149,REGULAR,KROGER L-376,,4501 OUTER LOOP,,LOUISVILLE,KY,40219,"RETAIL-FOOD  10,001 SQ FT OR OVER",2023/11/02 00:00:00,96,,KROGER L-376,,42
32337,1842163,REGULAR,KROGER L-376,,4501 OUTER LOOP,,LOUISVILLE,KY,40219,"RETAIL-FOOD  10,001 SQ FT OR OVER",2024/04/26 00:00:00,100,A,KROGER L-376,,43
32337,1842164,REGULAR,KROGER L-376,,4501 OUTER LOOP,,LOUISVILLE,KY,40219,"RETAIL-FOOD  10,001 SQ FT OR OVER",2024/04/26 00:00:00,98,,KROGER L-376,,44
32358,1825868,REGULAR,ARBY'S #5430,,10704 DIXIE HWY,,LOUISVILLE,KY,40272,FOOD SERVICE,2024/02/19 00:00:00,97,A,ARBY'S #5430,,45
32358,1876798,REGULAR,ARBY'S #5430,,10704 DIXIE HWY,,LOUISVILLE,KY,40272,FOOD SERVICE,2024/09/03 00:00:00,99,A,ARBY'S #5430,,46
32358,1851654,COMPLAINT,ARBY'S #5430,,10704 DIXIE HWY,,LOUISVILLE,KY,40272,FOOD SERVICE,2024/02/19 00:00:00,0,,ARBY'S #5430,,47
32358,1851655,FOLLOWUP,ARBY'S #5430,,10704 DIXIE HWY,,LOUISVILLE,KY,40272,FOOD SERVICE,2024/03/08 00:00:00,0,,ARBY'S #5430,,48
32358,1851656,FOLLOWUP,ARBY'S #5430,,10704 DIXIE HWY,,LOUISVILLE,KY,40272,FOOD SERVICE,2024/03/19 00:00:00,0,,ARBY'S #5430,,49
32360,1791434,REGULAR,CIRCLE K #4700111,,9200 DIXIE HWY,,LOUISVILLE,KY,40272,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/09/26 00:00:00,98,A,CIRCLE K #4700111,,50
32360,1791436,REGULAR,CIRCLE K #4700111,,9200 DIXIE HWY,,LOUISVILLE,KY,40272,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/09/26 00:00:00,98,,CIRCLE K #4700111,,51
32708,1825039,FOLLOWUP,SENECA HIGH SCHOOL,,3510 GOLDSMITH LN,,LOUISVILLE,KY,40220,SCHOOL CAFETERIA OR FOOD SERVICE,2024/02/12 00:00:00,100,A,SENECA HIGH SCHOOL,,52
29956,1855417,REGULAR,CVS #6211,,3721 LEXINGTON RD,,LOUISVILLE,KY,40207,PRE-PACKAGED RETAIL,2024/06/13 00:00:00,100,,CVS #6211,,53
31071,1852372,REGULAR,KINDER CARE LEARNING CTR #418,,2990 NEWBURG RD,,LOUISVILLE,KY,40205,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2024/06/03 00:00:00,100,A,KINDER CARE LEARNING CTR #418,,54
31379,1875596,REGULAR,WESTPORT MIDDLE SCHOOL,,8100 WESTPORT RD,,LOUISVILLE,KY,40242,SCHOOL CAFETERIA OR FOOD SERVICE,2024/08/28 00:00:00,100,A,WESTPORT MIDDLE SCHOOL,,55
31418,1878865,REGULAR,DUBOIS ACADEMY,,3307 E INDIAN TRAIL,,LOUISVILLE,KY,40213,SCHOOL CAFETERIA OR FOOD SERVICE,2024/09/10 00:00:00,100,A,DUBOIS ACADEMY,,56
32360,1835261,REGULAR,CIRCLE K #4700111,,9200 DIXIE HWY,,LOUISVILLE,KY,40272,"RETAIL-FOOD  10,000 SQ FT OR LESS",2024/04/01 00:00:00,97,A,CIRCLE K #4700111,,57
29979,1810691,REGULAR,CIRCLE K #4700075,,1630 ARTHUR ST,,LOUISVILLE,KY,40208,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/12/08 00:00:00,97,A,CIRCLE K #4700075,,58
31509,1828459,REGULAR,FERN CREEK ELEMENTARY SCHOOL,,8815 FERNDALE RD,,LOUISVILLE,KY,40291,SCHOOL CAFETERIA OR FOOD SERVICE,2024/02/28 00:00:00,100,A,FERN CREEK ELEMENTARY SCHOOL,,59
32708,1877195,REGULAR,SENECA HIGH SCHOOL,,3510 GOLDSMITH LN,,LOUISVILLE,KY,40220,SCHOOL CAFETERIA OR FOOD SERVICE,2024/09/04 00:00:00,100,A,SENECA HIGH SCHOOL,,60
32360,1835262,REGULAR,CIRCLE K #4700111,,9200 DIXIE HWY,,LOUISVILLE,KY,40272,"RETAIL-FOOD  10,000 SQ FT OR LESS",2024/04/01 00:00:00,99,,CIRCLE K #4700111,,61
31081,1815910,REGULAR,LOU. BAPT HOSP CHILD DEV.,,4000 KRESGE WAY,,LOUISVILLE,KY,40207,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2024/01/04 00:00:00,100,A,LOU. BAPT HOSP CHILD DEV.,,62
31419,1829522,REGULAR,BUTLER HIGH SCHOOL,,2222 CRUMS LN,,LOUISVILLE,KY,40216,SCHOOL CAFETERIA OR FOOD SERVICE,2024/03/05 00:00:00,100,A,BUTLER HIGH SCHOOL,,63
29979,1810693,REGULAR,CIRCLE K #4700075,,1630 ARTHUR ST,,LOUISVILLE,KY,40208,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/12/08 00:00:00,96,,CIRCLE K #4700075,,64
31509,1880422,REGULAR,FERN CREEK ELEMENTARY SCHOOL,,8815 FERNDALE RD,,LOUISVILLE,KY,40291,SCHOOL CAFETERIA OR FOOD SERVICE,2024/09/16 00:00:00,100,A,FERN CREEK ELEMENTARY SCHOOL,,65
31380,1819324,REGULAR,WESTERN HIGH SCHOOL,,2501 ROCKFORD LN,,LOUISVILLE,KY,40216,SCHOOL CAFETERIA OR FOOD SERVICE,2024/01/22 00:00:00,100,A,WESTERN HIGH SCHOOL,,66
29979,1851081,REGULAR,CIRCLE K #4700075,,1630 ARTHUR ST,,LOUISVILLE,KY,40208,"RETAIL-FOOD  10,000 SQ FT OR LESS",2024/05/29 00:00:00,97,A,CIRCLE K #4700075,,67
31419,1879620,REGULAR,BUTLER HIGH SCHOOL,,2222 CRUMS LN,,LOUISVILLE,KY,40216,SCHOOL CAFETERIA OR FOOD SERVICE,2024/09/12 00:00:00,100,A,BUTLER HIGH SCHOOL,,68
31081,1856859,REGULAR,LOU. BAPT HOSP CHILD DEV.,,4000 KRESGE WAY,,LOUISVILLE,KY,40207,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2024/06/17 00:00:00,100,A,LOU. BAPT HOSP CHILD DEV.,,69
31511,1793464,REGULAR,FERN CREEK HIGH SCHOOL,,9115 FERN CREEK RD,,LOUISVILLE,KY,40291,SCHOOL CAFETERIA OR FOOD SERVICE,2023/09/26 00:00:00,100,A,FERN CREEK HIGH SCHOOL,,70
32376,1878487,REGULAR,LIQUOR DEPOT,,4048 DIXIE HWY,,LOUISVILLE,KY,40216,PRE-PACKAGED RETAIL,2024/09/09 00:00:00,97,,LIQUOR DEPOT,,71
32710,1830244,REGULAR,SHAWNEE HIGH SCHOOL,,4018 W MARKET ST,,LOUISVILLE,KY,40212,SCHOOL CAFETERIA OR FOOD SERVICE,2024/03/07 00:00:00,100,A,SHAWNEE HIGH SCHOOL,,72
31380,1878814,REGULAR,WESTERN HIGH SCHOOL,,2501 ROCKFORD LN,,LOUISVILLE,KY,40216,SCHOOL CAFETERIA OR FOOD SERVICE,2024/09/10 00:00:00,100,A,WESTERN HIGH SCHOOL,,73
29979,1851082,REGULAR,CIRCLE K #4700075,,1630 ARTHUR ST,,LOUISVILLE,KY,40208,"RETAIL-FOOD  10,000 SQ FT OR LESS",2024/05/29 00:00:00,97,,CIRCLE K #4700075,,74
31511,1827766,REGULAR,FERN CREEK HIGH SCHOOL,,9115 FERN CREEK RD,,LOUISVILLE,KY,40291,SCHOOL CAFETERIA OR FOOD SERVICE,2024/02/26 00:00:00,100,A,FERN CREEK HIGH SCHOOL,,75
31097,1832696,REGULAR,KINDER CARE LEARNING CTR #417,,2013 HERR LN,,LOUISVILLE,KY,40222,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2024/03/19 00:00:00,98,A,KINDER CARE LEARNING CTR #417,,76
31421,1822361,REGULAR,BYCK ELEMENTARY SCHOOL,,2328 CEDAR ST,,LOUISVILLE,KY,40212,SCHOOL CAFETERIA OR FOOD SERVICE,2024/02/01 00:00:00,100,A,BYCK ELEMENTARY SCHOOL,,77
32382,1802207,REGULAR,SPEEDWAY #9686,,6821 SOUTHSIDE DR,,LOUISVILLE,KY,40214,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/11/02 00:00:00,100,A,SPEEDWAY #9686,,78
31511,1878478,REGULAR,FERN CREEK HIGH SCHOOL,,9115 FERN CREEK RD,,LOUISVILLE,KY,40291,SCHOOL CAFETERIA OR FOOD SERVICE,2024/09/09 00:00:00,100,A,FERN CREEK HIGH SCHOOL,,79
31097,1820951,SURVEY,KINDER CARE LEARNING CTR #417,,2013 HERR LN,,LOUISVILLE,KY,40222,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2023/12/05 00:00:00,0,,KINDER CARE LEARNING CTR #417,,80
32710,1877267,REGULAR,SHAWNEE HIGH SCHOOL,,4018 W MARKET ST,,LOUISVILLE,KY,40212,SCHOOL CAFETERIA OR FOOD SERVICE,2024/09/04 00:00:00,98,A,SHAWNEE HIGH SCHOOL,,81
31421,1879881,REGULAR,BYCK ELEMENTARY SCHOOL,,2328 CEDAR ST,,LOUISVILLE,KY,40212,SCHOOL CAFETERIA OR FOOD SERVICE,2024/09/13 00:00:00,100,A,BYCK ELEMENTARY SCHOOL,,82
31381,1791720,REGULAR,WELLINGTON ELEMENTARY,,4800 KAUFMAN LN,,LOUISVILLE,KY,40216,SCHOOL CAFETERIA OR FOOD SERVICE,2023/09/27 00:00:00,100,A,WELLINGTON ELEMENTARY,,83
30043,1822996,REGULAR,F&Y SUPERMARKET,,3801 W MARKET ST,,LOUISVILLE,KY,40212,"RETAIL-FOOD  10,000 SQ FT OR LESS",2024/02/05 00:00:00,93,A,F&Y SUPERMARKET,,84
32382,1802208,REGULAR,SPEEDWAY #9686,,6821 SOUTHSIDE DR,,LOUISVILLE,KY,40214,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/11/02 00:00:00,100,,SPEEDWAY #9686,,85
31512,1811733,REGULAR,EMMET FIELD SCHOOL,,120 SACRED HEART LN,,LOUISVILLE,KY,40206,SCHOOL CAFETERIA OR FOOD SERVICE,2023/12/13 00:00:00,100,A,EMMET FIELD SCHOOL,,86
31145,1809932,REGULAR,ST. JOSEPH CHILD DEV. CTR,,2823 FRANKFORT AVE,,LOUISVILLE,KY,40206,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2023/12/06 00:00:00,100,A,ST. JOSEPH CHILD DEV. CTR,,87
32712,1826427,REGULAR,MANUAL HIGH SCHOOL,,120 W LEE ST,,LOUISVILLE,KY,40208,SCHOOL CAFETERIA OR FOOD SERVICE,2024/02/21 00:00:00,100,A,MANUAL HIGH SCHOOL,,88
31422,1822439,REGULAR,DEPAUL SCHOOL,,1925 DUKER AVE,,LOUISVILLE,KY,40205,SCHOOL CAFETERIA OR FOOD SERVICE,2024/02/01 00:00:00,96,A,DEPAUL SCHOOL,,89
31381,1832894,REGULAR,WELLINGTON ELEMENTARY,,4800 KAUFMAN LN,,LOUISVILLE,KY,40216,SCHOOL CAFETERIA OR FOOD SERVICE,2024/03/20 00:00:00,100,A,WELLINGTON ELEMENTARY,,90
31383,1828200,REGULAR,YOUNG ELEMENTARY #374,,1107 S 17TH ST,,LOUISVILLE,KY,40210,SCHOOL CAFETERIA OR FOOD SERVICE,2024/02/28 00:00:00,100,A,YOUNG ELEMENTARY #374,,91
31383,1881351,REGULAR,YOUNG ELEMENTARY #374,,1107 S 17TH ST,,LOUISVILLE,KY,40210,SCHOOL CAFETERIA OR FOOD SERVICE,2024/09/18 00:00:00,100,A,YOUNG ELEMENTARY #374,,92
31384,1833884,REGULAR,WHEELER ELEMENTARY SCHOOL,,5700 CYNTHIA DR,,LOUISVILLE,KY,40291,SCHOOL CAFETERIA OR FOOD SERVICE,2024/03/25 00:00:00,100,A,WHEELER ELEMENTARY SCHOOL,,93
31384,1799288,REGULAR,WHEELER ELEMENTARY SCHOOL,,5700 CYNTHIA DR,,LOUISVILLE,KY,40291,SCHOOL CAFETERIA OR FOOD SERVICE,2023/10/24 00:00:00,100,A,WHEELER ELEMENTARY SCHOOL,,94
31386,1827669,REGULAR,WILDER ELEMENTARY SCHOOL,,1913 HERR LN,,LOUISVILLE,KY,40222,SCHOOL CAFETERIA OR FOOD SERVICE,2024/02/27 00:00:00,100,A,WILDER ELEMENTARY SCHOOL,,95
31386,1881370,REGULAR,WILDER ELEMENTARY SCHOOL,,1913 HERR LN,,LOUISVILLE,KY,40222,SCHOOL CAFETERIA OR FOOD SERVICE,2024/09/18 00:00:00,100,A,WILDER ELEMENTARY SCHOOL,,96
31388,1837635,REGULAR,WILT ELEMENTARY SCHOOL,,6700 PRICE LANE RD,,LOUISVILLE,KY,40229,SCHOOL CAFETERIA OR FOOD SERVICE,2024/04/09 00:00:00,99,A,WILT ELEMENTARY SCHOOL,,97
31388,1803782,REGULAR,WILT ELEMENTARY SCHOOL,,6700 PRICE LANE RD,,LOUISVILLE,KY,40229,SCHOOL CAFETERIA OR FOOD SERVICE,2023/11/10 00:00:00,99,A,WILT ELEMENTARY SCHOOL,,98
31389,1811408,REGULAR,JEFFERSON CO. TRADITIONAL MIDDLE SCHOOL,,1418 MORTON AVE,,LOUISVILLE,KY,40204,SCHOOL CAFETERIA OR FOOD SERVICE,2023/12/12 00:00:00,100,A,JEFFERSON CO. TRADITIONAL MIDDLE SCHOOL,,99
31389,1841698,REGULAR,JEFFERSON CO. TRADITIONAL MIDDLE SCHOOL,,1418 MORTON AVE,,LOUISVILLE,KY,40204,SCHOOL CAFETERIA OR FOOD SERVICE,2024/04/25 00:00:00,100,A,JEFFERSON CO. TRADITIONAL MIDDLE SCHOOL,,100
31390,1827809,REGULAR,WESTERN MIDDLE SCHOOL,,2201 W MAIN ST,,LOUISVILLE,KY,40212,SCHOOL CAFETERIA OR FOOD SERVICE,2024/02/27 00:00:00,100,A,WESTERN MIDDLE SCHOOL,,101
31390,1879880,REGULAR,WESTERN MIDDLE SCHOOL,,2201 W MAIN ST,,LOUISVILLE,KY,40212,SCHOOL CAFETERIA OR FOOD SERVICE,2024/09/13 00:00:00,100,A,WESTERN MIDDLE SCHOOL,,102
31391,1819323,REGULAR,WALLER WILLIAMS ENVIRONMENTAL SCHOOL,,2415 ROCKFORD LN,,LOUISVILLE,KY,40216,SCHOOL CAFETERIA OR FOOD SERVICE,2024/01/22 00:00:00,100,A,WALLER WILLIAMS ENVIRONMENTAL SCHOOL,,103
31391,1878483,REGULAR,WALLER WILLIAMS ENVIRONMENTAL SCHOOL,,2415 ROCKFORD LN,,LOUISVILLE,KY,40216,SCHOOL CAFETERIA OR FOOD SERVICE,2024/09/09 00:00:00,100,A,WALLER WILLIAMS ENVIRONMENTAL SCHOOL,,104
31392,1819334,REGULAR,HUDSON MIDDLE SCHOOL,,3526 W MUHAMMAD ALI BLVD,,LOUISVILLE,KY,40212,SCHOOL CAFETERIA OR FOOD SERVICE,2024/01/22 00:00:00,100,A,HUDSON MIDDLE SCHOOL,,105
31392,1874266,REGULAR,HUDSON MIDDLE SCHOOL,,3526 W MUHAMMAD ALI BLVD,,LOUISVILLE,KY,40212,SCHOOL CAFETERIA OR FOOD SERVICE,2024/08/22 00:00:00,100,A,HUDSON MIDDLE SCHOOL,,106
31396,1794280,REGULAR,ST. XAVIER HIGH SCHOOL,,1609 POPLAR LEVEL RD,,LOUISVILLE,KY,40217,SCHOOL CAFETERIA OR FOOD SERVICE,2023/10/05 00:00:00,98,A,ST. XAVIER HIGH SCHOOL,,107
31396,1838251,REGULAR,ST. XAVIER HIGH SCHOOL,,1609 POPLAR LEVEL RD,,LOUISVILLE,KY,40217,SCHOOL CAFETERIA OR FOOD SERVICE,2024/04/12 00:00:00,98,A,ST. XAVIER HIGH SCHOOL,,108
31397,1822665,REGULAR,BALLARD HIGH SCHOOL,,6000 BROWNSBORO RD,,LOUISVILLE,KY,40222,SCHOOL CAFETERIA OR FOOD SERVICE,2024/02/02 00:00:00,100,A,BALLARD HIGH SCHOOL,,109
31397,1879263,REGULAR,BALLARD HIGH SCHOOL,,6000 BROWNSBORO RD,,LOUISVILLE,KY,40222,SCHOOL CAFETERIA OR FOOD SERVICE,2024/09/11 00:00:00,100,A,BALLARD HIGH SCHOOL,,110
31398,1822007,REGULAR,BARRETT MIDDLE SCHOOL,,2561 GRINSTEAD DR,,LOUISVILLE,KY,40206,SCHOOL CAFETERIA OR FOOD SERVICE,2024/01/31 00:00:00,100,A,BARRETT MIDDLE SCHOOL,,111
31398,1872859,REGULAR,BARRETT MIDDLE SCHOOL,,2561 GRINSTEAD DR,,LOUISVILLE,KY,40206,SCHOOL CAFETERIA OR FOOD SERVICE,2024/08/16 00:00:00,100,A,BARRETT MIDDLE SCHOOL,,112
31399,1794871,FOLLOWUP,MINOR DANIELS ACADEMY,,1960 BASHFORD MANOR LN,,LOUISVILLE,KY,40218,SCHOOL CAFETERIA OR FOOD SERVICE,2023/09/25 00:00:00,0,,MINOR DANIELS ACADEMY,,113
31399,1828403,REGULAR,MINOR DANIELS ACADEMY,,1960 BASHFORD MANOR LN,,LOUISVILLE,KY,40218,SCHOOL CAFETERIA OR FOOD SERVICE,2024/02/29 00:00:00,100,A,MINOR DANIELS ACADEMY,,114
31400,1796812,REGULAR,BATES ELEMENTARY SCHOOL,,7601 BARDSTOWN RD,,LOUISVILLE,KY,40291,SCHOOL CAFETERIA OR FOOD SERVICE,2023/10/16 00:00:00,100,A,BATES ELEMENTARY SCHOOL,,115
31400,1830461,REGULAR,BATES ELEMENTARY SCHOOL,,7601 BARDSTOWN RD,,LOUISVILLE,KY,40291,SCHOOL CAFETERIA OR FOOD SERVICE,2024/03/08 00:00:00,100,A,BATES ELEMENTARY SCHOOL,,116
